,,2021-09-27 05:18:27,Nataka zawadi
,,2021-09-27 05:18:34,😅😅
,,2021-09-27 05:18:46,Iphone 13
,,2021-09-27 15:08:34,😅😅😅😅
,,2021-11-17 22:18:15,Mamboo
,,2021-11-17 22:18:28, 2021-11-17 20:53:26: « Vann kesho kutwa napokea ela yangu ya mchezo! Laki 6 ntapata XS Max ukooo 🙈🙈🙈🙈😂😂... »"
,,2021-11-17 22:18:35,😿
,,2021-11-17 22:27:35,Jaman ningepata muda hata wa kuitafuta hio 550
,,2021-11-17 22:33:49,😢
,,2021-11-17 22:33:59,Utapeli gan tena
,,2021-11-17 22:37:44,Jaman mm tena😒😒
,,2021-11-17 22:45:08,Unadhani ni bei sasa ni 1.15 tuu
,,2021-11-17 22:49:44,Yeah
,,2021-11-17 23:01:48,Mi narudi keshokutwa
,,2021-11-17 23:15:28,Hela imeniishia ngoja tuangalie kwa keshoo
,,2021-11-18 12:43:43,🤣🤣
,,2021-11-19 13:47:20,Hellow
,,2021-11-19 13:47:42,Am tired of this game we are playing if i come to your shop u will have to give back my money not laptop again today is the last day.
,,2021-11-19 13:48:08,Your not picking the phone and the other one is not available
,,2021-11-19 13:48:22,Am about to go back to my county
,,2021-11-19 22:16:40,Ask your boss he is not picking the phone
,,2021-11-19 22:17:19,He Knw’s
,,2021-11-19 11:30:43,"Kadooli Supermarket
,,2021-11-19 13:41:56,Bro 2 hrs now
,,2021-11-19 13:43:04,Am tired of this game we are playing if i come to your shop u will have to give back my money not laptop again today is the last day.
,,2021-11-19 15:43:04,Okey thank you
,,2021-11-20 13:37:57, 2021-11-19 13:43:04: « Am tired of this game we are playing if i come to your shop u will have to give back my money not lapt... »"
,,2021-11-20 13:38:26,I have ordered somewhere else
,,2021-11-20 14:52:39,Send this laptop to this adress
,,2021-11-20 14:52:50,"Kadooli Supermarket
,,2021-11-20 14:53:33,Next time u have to respect your customers no matter if they don’t buy too much
,,2021-11-20 14:58:13,You talk too much send the laptops
,,2021-11-20 16:35:26,What is happening?
,,2021-11-20 16:37:05,Time bro
,,2021-11-20 16:37:47,+971 52 701 4932
,,2021-09-30 19:16:31,Nani
,,2021-09-30 19:16:41,Namba ngeni mkuu
,,2021-09-30 19:17:07,Siko om
,,2021-09-30 19:17:12,Nko deira hapa
,,2021-09-30 19:17:22,Unataka kutuma ngapi mzee
,,2021-09-30 19:17:56, 2021-09-30 19:17:19: « Last time »"
,,2021-09-30 19:18:04,Nko njiani narudi om
,,2021-10-01 21:55:20,Dah
,,2021-10-01 21:55:35,Uliposema kuna mtu nitampa nkajua nampa cash
,,2021-10-01 23:48:59,Sawaaa
,,2021-10-08 21:32:21,Powa powaaa
,,2021-10-09 13:34:05,Bro
,,2021-10-09 13:34:09,Vp
,,2021-10-09 13:34:23,Nlilala
,,2021-10-09 13:59:52,Nko namba moja
,,2021-10-09 14:02:53,Nje wap
,,2021-10-09 14:18:25,https://m.gsmarena.com/sony_xperia_xz-8313.php
,,2021-10-16 22:40:06,Powa vp kaka
,,2021-10-17 08:09:52,Ahaaa
,,2021-10-17 08:10:05,Nakuja
,,2021-11-01 15:42:49,Bado mzee
,,2021-11-01 15:43:32,Dah hapana kaka
,,2021-11-01 15:44:10,Dah nlistop kaka mpka nkirudi tena
,,2021-11-01 15:44:49,Mwshoni mwa mwezi
,,2021-11-01 15:45:52, 2021-11-01 15:44:22: « Hope rama ataweza »"
,,2021-11-01 15:53:05,Sijakusoma
,,2021-11-23 10:46:31,Yes bro
,,2021-11-23 10:46:33,Vp
,,2021-05-13 19:34:59,Powa vp
,,2021-10-15 18:18:26,Who is this
,,2021-10-18 05:41:23,??
,,2021-11-02 16:08:19,Hey
,,2021-11-02 16:09:02,Wew marium gani? Nlikuuliza?
,,2021-11-03 13:56:28,Nambie
,,2021-11-03 13:56:37,Hamuwek pcha zenu
,,2021-11-03 15:28:50,Ohoo
,,2021-11-03 15:29:59,Nipoo
,,2021-11-03 15:30:01,Mbona
,,2021-11-03 20:25:02,Nambie marium
,,2021-11-25 00:56:19,Mamu mwenyewe si ndo wew
,,2021-11-30 08:48:39,Mzee
,,2021-11-30 08:48:55,Bro
,,2021-11-30 08:58:38,Ebana ni kevoo hapa wa graphics?
,,2021-11-30 09:30:27,Powa mzee
,,2021-11-30 09:30:35, 2021-11-30 08:58:38: « Ebana ni kevoo hapa wa graphics? »"
,,2021-11-30 09:36:04,Umepotea mzee
,,2021-11-30 09:36:10,Van wa inauzwa hapa
,,2021-11-30 14:10:57, 2021-11-30 13:55:22: « Ile logo mark huitumii?? »"
,,2021-11-30 16:33:22,Mm nataka niachane nayo
,,2021-11-30 16:33:30,Ibaki jina tuu
,,2021-11-30 16:37:40,Ndo hio
,,2021-11-30 16:37:55,Ambayo nime design as UI
,,2021-11-30 16:38:17,Bado kuna mtu anaifanya iwe reality kwa code
,,2021-11-30 16:43:09,Sizani km ina hio
,,2021-11-30 16:44:12,Huyu jamaa ndo anayo ananitumiaga lkn bado haijafika pazuri
,,2021-11-30 16:45:26,Itabidi nkutolee
,,2021-11-21 02:13:35,"Kadooli Supermarket
,,2021-11-21 02:20:24,Ok
,,2021-11-21 02:23:47,Am alone
,,2021-11-21 02:23:53,Wait
,,2021-11-29 17:53:46,Bos
,,2021-11-29 17:53:51,Boss
,,2021-11-29 17:55:01,Boss
,,2021-11-29 17:55:01,How r u
,,2021-11-29 17:55:01,Sorry can I get code for this
,,2021-11-29 17:55:01,S9 plus
,,2021-11-29 17:55:01,I took last time 5pcs
,,2021-11-30 08:34:30,Boss
,,2021-11-30 09:59:04,Am waiting bro
,,2021-11-30 17:45:47,Boss
,,2021-11-30 17:45:55,How long can take
,,2021-12-01 08:30:03,Boss what about to day
,,2021-12-01 14:01:43,Please bro
,,2021-12-01 20:40:09,Bro you let me down
,,2021-12-02 07:08:21,Bro u keep promising 😒
,,2021-12-03 09:27:54,😞
,,2021-12-03 09:44:45,Boss ur the only i trust but this is second phone coming with lock and never get helped
,,2021-12-03 10:53:48,How long
,,2021-12-05 19:40:43,Nmekupata kaka
,,2021-11-19 23:26:25,♥️
,,2021-11-20 23:47:55,Me
,,2021-11-21 01:20:14,Please 😢
,,2021-11-21 01:48:18,😩
,,2021-11-21 01:49:07,🤥
,,2021-11-21 01:49:16,Aya
,,2021-11-26 07:37:22,Hi
,,2021-11-26 08:19:36,Mzima toto
,,2021-11-26 19:57:08,Mekumiss
,,2021-11-26 19:57:28, 2021-11-26 19:57:14: « Know »"
,,2021-11-26 20:02:21,Kuna mtu namtumiag
,,2021-11-26 20:03:55,Its 9$ per kg
,,2021-11-26 20:04:36,St deira
,,2021-12-06 08:24:18,Jamani mapisho na nguo za kutokea☺️
,,2021-12-09 16:36:43,😢
,,2021-12-09 16:36:52,Jamani
,,2021-12-09 16:37:00,What we do
,,2021-12-09 16:37:29,Basi nkupe hii ya xs max
,,2021-12-09 16:40:15,1.15
,,2021-12-10 13:48:53,13 pro max usa price boss 128gb
,,2021-12-14 22:26:39,Utatuma nn
,,2021-12-14 23:38:09,Sawa
,,2021-12-30 14:57:10,"(-6.7689329
,,2021-12-30 14:57:15,Mambo vp kaka
,,2021-12-30 14:57:31,Hio ndio namba ya adress ya ofisi ilipo
,,2021-12-30 14:57:41,Mm ni jamaa nlikuwa nahitaji internet
,,2021-07-12 20:47:17,No boss
,,2021-07-12 21:25:49,Ntajaribu
,,2022-01-02 11:10:41,Niaje bro
,,2022-01-02 11:10:52, 2022-01-02 10:17:38: « Hery ya mwaka mpya »"
,,2022-01-02 11:11:01,Ila sijajua nani hapa
,,2022-01-02 11:11:12,Namba mbona ngeni
,,2022-01-02 11:30:41,We jamaa unanamba ya tatu hii🤣
,,2022-01-02 11:39:30,Kaka acha tuu
,,2022-01-02 11:39:45,Na huku mipaks imefungwa hatuwez kurudi tena
,,2022-01-11 20:23:22,"Link:
,,2022-01-11 20:23:37,Habari gani
,,2022-01-11 20:23:50,Nahitaji kufahamu ni gharama zimekaaje
,,2022-01-11 22:14:28,https://instagram.com/inauzwa?utm_medium=copy_link
,,2022-01-03 15:02:35,"(-6.7689329
,,2022-01-03 15:03:21,Niaje
,,2022-01-03 15:03:47,Boss nmepewa namba hapa voda nlikuwa nahitaji kufungiwa internet ya ofisini
,,2022-01-03 15:04:00, 2022-01-03 15:02:35: « (-6.7689329
,,2022-01-10 12:55:40,boss niaje
,,2022-01-10 12:55:48,ni kimya sana mzee
,,2022-01-10 17:06:28,hapana
,,2022-01-10 17:06:31,kmya
,,2022-01-10 17:08:25,Sawa
,,2022-01-10 19:39:28,Mm nipo hewan mkuu
,,2022-01-11 08:54:19,Anakuja lini
,,2022-01-15 10:11:01,Duh
,,2022-01-15 10:11:37,Ebana ivi ni wafanyakazi wa campuni ama ni mtu binafsi? Mbona kuna uswahili mwingi sana aisee
,,2022-01-15 13:40:05,Hawako serius kma nawaomba wakati ni huduma nalipia cheif
,,2022-01-15 13:41:39,Haipokelewi
,,2022-01-15 13:58:48,Sawa
,,2022-01-20 10:16:13,Bro niaje
,,2022-01-20 13:48:05,Fresh
,,2022-01-21 19:05:23,Niaje
,,2022-01-21 19:05:43,Ebana nmepewa namba na mwasiti nahitaji slipers
,,2022-01-21 19:07:04,Naweza kupata sample 42
,,2022-01-21 19:07:08,Size
,,2021-06-27 21:17:09,Vishavu
,,2021-09-18 20:26:38,Nmemiss macho yko
,,2021-09-20 01:44:43,😅😅
,,2021-09-21 22:05:05,Namm nataka nikuwe bestifriend wako😢
,,2021-09-21 22:06:32,🤣🤣🤣
,,2021-09-21 22:06:42,Uwepo wako unahitaka sanaaaa
,,2021-09-21 22:27:36,Zawadi tuu
,,2021-09-22 21:33:02,😅😅😅 ladies
,,2021-09-22 21:40:45,Usiwaze
,,2021-09-25 03:23:29,Kutoka dubai
,,2021-12-04 23:27:19,Nko kwenu hapa
,,2021-12-05 00:33:13,Nlikuwa nje hapo
,,2021-12-05 00:37:36,Hukujibu txt nakuja tena
,,2021-12-05 00:38:06,Yes
,,2021-12-05 00:44:35,Mefika
,,2021-12-05 00:45:25,Karibu na inauzwa
,,2021-12-05 01:54:57,😢
,,2021-12-05 15:00:53,Mama sitaki wew
,,2021-12-07 23:07:10,😢
,,2022-01-23 22:45:42,Si sana
,,2022-01-23 22:50:31,Mtoto mtamu uyu
,,2022-01-23 22:53:50, 2022-01-23 22:45:42: « Si sana »"
,,2022-01-23 22:54:54,Huyu
,,2022-01-23 22:55:50,Na emagine tuu yaan
,,2022-01-23 22:56:56,Au unanambiaje
,,2022-01-23 22:57:31,Lips for me
,,2022-01-23 22:58:03,Pole nn
,,2022-01-23 23:03:46,🤭🤭
,,2022-01-23 23:15:55,Eeeh
,,2022-01-23 23:21:53,Uko wp
,,2022-01-23 23:45:56,Nije
,,2022-01-23 23:48:45,Juice naotoa wapi
,,2022-01-23 23:48:57,Au juice yangu mm🤤
,,2022-01-30 11:13:53,0YDQTL-MASIKA SAMUEL HANCE -DAR-DXB-DAR.pdf
,,2022-01-30 11:19:16,evisa_1640261209078_22120127441528 (2).pdf
,,2021-12-04 01:46:18,😞
,,2021-12-04 12:56:53,R u okey a
,,2021-12-04 12:57:55,Where r u
,,2021-12-04 12:58:15, 2021-12-04 12:58:01: « Siruhusiwi kutumia cm hapa naibia tu ndo maana sijapokea »"
,,2021-12-10 15:48:53,Ipi
,,2021-12-10 15:49:47,Which year
,,2021-12-10 16:06:42, 2021-12-10 15:50:16: « Af hyo cm uko  nayo »"
,,2021-12-10 16:06:50, 2021-12-10 15:50:06: « 2020 »"
,,2021-12-10 18:04:45,Mpya ni 3.2
,,2021-12-12 20:55:37,Mambo
,,2021-12-12 20:56:30,Uko wap
,,2021-12-12 20:56:37,😎
,,2021-12-12 21:25:06,I wish to see u😩
,,2021-12-12 21:26:55,Why not
,,2021-12-12 21:29:50,😢😢
,,2021-12-13 00:53:43,Jamani mbona mkaliii😥
,,2021-12-13 00:54:21,Nsamehe basi
,,2021-12-13 00:54:51,Nilikuwa nataka kuja that time
,,2021-12-13 00:58:55,Yes
,,2021-12-13 00:59:37,Nifunguke nn tena jmni
,,2021-12-13 01:00:43, 2021-12-13 00:59:33: « Mwingine labda kwa pic ama live »"
,,2021-12-13 01:01:05,😹😹
,,2021-12-13 01:01:11,Ipo
,,2021-12-13 01:04:28,Sawa
,,2021-12-13 01:08:10,Litakuwa zawad yko
,,2021-12-13 01:10:28,Yes
,,2021-12-13 01:13:15,Mwenge hapa
,,2021-12-13 01:14:17,Ujee bana
,,2021-12-13 01:14:41,Mm natk kusafiri tena but not before I meet you
,,2021-12-13 01:15:04,After next week
,,2021-12-13 01:15:41, 2021-12-13 01:15:17: « Mm ilikuwa niende turkey week ilopita ila sijachoma sindano »"
,,2021-12-13 01:16:01, 2021-12-13 01:15:33: « Hebu na mm nifundishe biashara niwe nasafir »"
,,2021-12-13 01:17:55, 2021-12-13 01:16:19: « Napenda sana kutembea nchi mbali mbali »"
,,2021-12-13 01:18:03, 2021-12-13 01:17:09: « Ndo maana nilitaka kusomea  cabin crew wakanambia sio mrefu »"
,,2021-12-13 01:24:43, 2021-12-13 01:18:32: « Mm nambie nifaanye biashara gani na  iwe ma msingi wa ml  ngap »"
,,2021-12-13 01:24:52, 2021-12-13 01:18:42: « Yah hawanitak mm mpka leo nataman »"
,,2021-12-13 01:25:32,Sawaa
,,2021-12-13 13:04:26,Ok
,,2021-12-13 13:04:35,Utanambia basi
,,2021-12-13 13:04:41,What time
,,2021-12-13 18:46:18,Umefika
,,2021-12-13 22:31:54,Haya
,,2021-12-13 22:39:56,Umeenda gym?
,,2021-12-13 23:23:52, 2021-12-13 22:32:21: « Kichwa kinaniuma sana leo »"
,,2021-12-13 23:24:25,When?
,,2021-12-13 23:25:00,Muda umetoka uko kuja shop?
,,2021-12-13 23:25:24,Ooh
,,2021-12-13 23:25:30,Saloon?
,,2021-12-14 09:55:28,How r u doing?
,,2021-12-14 10:14:28,Kichwa kimepowa
,,2021-12-25 02:46:31,What a beautiful lady out there
,,2021-12-25 04:04:24,Nmempenda huyo mdada hapo
,,2021-12-25 04:06:01,😩
,,2021-12-25 04:07:56,Nmekumiss sana
,,2021-12-28 01:04:54,😍
,,2021-12-28 13:39:52,Mbona huji tena jamani
,,2021-12-28 15:41:50,Uko wp
,,2021-12-28 21:23:24,Wacha bana
,,2021-12-28 21:24:10,Hayaaa have a good life
,,2021-12-31 18:50:42, 2021-12-31 18:50:15: « Hamna cover mzur huko 🙈 »"
,,2021-12-31 18:50:54, 2021-12-31 18:50:30: « Ss nimetowa uvivu nishaenda kuchukuwa cm yang »"
,,2021-12-31 18:50:57,🤣
,,2021-12-31 18:51:50,Mm sijasafiri mama
,,2021-12-31 19:46:05,Yaaan acha tuu
,,2022-01-08 02:34:48,Mamboo
,,2022-01-08 10:35:03,Nko sawa
,,2022-01-08 10:35:09,Zenji mambo ni gani
,,2022-01-08 10:37:02,Ooh umekuja kimya kimya
,,2022-01-08 11:10:41,Kweli
,,2022-01-08 11:10:54,Mbona nlikucheki km marambili ukasema hujatufi
,,2022-01-08 11:11:01,Hujarudi
,,2022-01-08 11:35:28,Mi hata sijui
,,2022-01-08 11:35:38,Mambo yalienda powa sio
,,2022-01-08 12:01:35,okey
,,2022-01-08 12:01:44,mwaka umeanzaje kwako
,,2022-01-08 12:02:34,afya?
,,2022-01-21 18:24:08,Hey
,,2022-01-21 18:31:50,Mzimaa
,,2022-01-21 18:32:03,Mbona hujaonekana mama
,,2022-01-21 18:32:10,Nmekusbr
,,2022-01-21 18:40:52,Dah
,,2022-01-21 18:40:59,Pole
,,2022-01-21 18:41:12,Unaendaga movie usiku
,,2022-01-21 18:41:57,Pekeyko huendi
,,2022-01-21 18:44:55,You deleted this message
,,2022-01-21 19:05:50,Ahaaa sawa
,,2022-01-23 03:21:53,😓
,,2022-01-24 22:32:12,Heey
,,2022-01-24 22:35:51,Mambo
,,2022-01-24 22:36:10,Nmekuota leo😅
